,JBLAB-19902,JBLAB-19904,JBLAB-19905,JBLAB-19906,JBLAB-19907,JBLAB-19917,JBLAB-19937,JBLAB-19938,JBLAB-19939,JBLAB-19941
ENSG00000165694,0,0,0,0,0,3,0,2,0,2
ENSG00000123728,353,937,1126,385,278,821,882,825,394,919
ENSG00000232160,23,65,19,39,14,51,60,35,76,31
ENSG00000076770,262,1017,1653,370,150,149,1502,237,374,294
ENSG00000171004,179,2,429,246,86,198,8,232,145,418
ENSG00000134588,216,0,0,0,103,4,0,1,0,0
ENSG00000183434,0,0,0,1,0,6,0,0,0,2
ENSG00000076716,7,274,51,907,16,1751,1027,1807,6945,5299
ENSG00000147257,0,19,1,767,21,440,674,48,233,244
ENSG00000227008,446,1021,1322,907,331,1199,1463,960,2088,1844
ENSG00000233260,2,4,2,1,2,4,3,2,5,6
ENSG00000224908,163,149,399,169,92,254,44,190,152,149
ENSG00000207710,0,0,0,0,0,0,0,0,3,0
ENSG00000203952,10,12,25,12,7,16,43,133,185,143
ENSG00000214961,26,11,4,24,12,36,12,37,16,32
ENSG00000156531,660,1127,1876,1429,367,1113,1535,1720,1338,1398
ENSG00000165704,1197,1136,3333,1144,812,1219,1498,2089,1590,3212
ENSG00000226107,0,3,5,2,0,7,1,4,4,0
ENSG00000223749,1,5,74,22,5,34,0,180,26,9
ENSG00000227060,0,1,11,3,0,1,0,8,0,2
ENSG00000170965,0,1,30,2,2,14,7,24,0,3
ENSG00000156504,582,1917,2340,1368,412,1710,1321,1299,885,1758
ENSG00000156500,41,148,91,62,30,114,57,76,108,31
ENSG00000280249,0,0,0,1,0,0,0,0,1,4
ENSG00000101928,146,480,355,273,143,663,217,427,279,335
ENSG00000184785,17,119,67,80,16,51,70,67,34,87
ENSG00000212747,223,938,1352,1066,241,563,778,459,483,1117
ENSG00000134590,1049,2961,3169,2235,1256,2505,2114,1022,2209,3170
ENSG00000203950,756,2166,2690,1540,731,1912,1484,1088,2289,3774
ENSG00000228372,0,8,0,3,0,1,1,0,0,2
ENSG00000196972,10,282,22,104,6,193,56,24,79,50
ENSG00000169551,1,2,3,0,1,9,4,0,0,0
ENSG00000186376,106,416,182,460,63,617,484,385,332,316
ENSG00000173275,69,120,107,142,50,81,366,90,153,95
ENSG00000178947,29,184,19,450,14,479,394,80,150,267
ENSG00000225769,2,1,0,1,0,6,2,1,0,0
ENSG00000225235,0,1,0,0,0,4,4,0,1,1
ENSG00000165359,42,378,281,265,53,292,420,220,56,79
ENSG00000198022,3,0,0,0,4,0,4,1,0,0
ENSG00000268940,726,1,0,0,555,27,21,0,1,0
ENSG00000269096,639,0,0,0,438,28,15,0,0,1
ENSG00000228836,622,1,1,0,391,15,29,0,0,0
ENSG00000278289,539,2,0,0,361,16,30,0,1,2
ENSG00000271449,382,0,0,0,279,11,30,0,0,0
ENSG00000273696,622,0,0,0,369,17,26,0,0,0
ENSG00000278085,420,1,0,0,264,11,18,0,0,1
ENSG00000270946,412,0,0,0,256,11,26,0,0,0
ENSG00000269586,771,3,0,0,456,13,102,0,1,3
ENSG00000181433,414,1,0,1,294,8,317,0,0,1
ENSG00000230162,26,1,0,1,18,2,2,5,0,2
ENSG00000169446,1027,1427,2094,1288,693,2497,1552,1372,1784,1790
ENSG00000198689,403,953,972,789,251,1294,682,509,712,718
ENSG00000022267,327,292,25,262,132,728,647,4277,40,180
ENSG00000129680,293,268,709,323,203,707,361,441,128,261
ENSG00000230079,13,10,22,13,11,19,9,10,8,15
ENSG00000102241,1682,3151,4569,2462,1344,4877,1743,3581,3453,2840
ENSG00000102243,1284,517,1375,5,881,82,4,196,227,24
ENSG00000129675,32,16,0,9,32,27,45,134,18,167
ENSG00000231164,38,59,108,73,34,86,170,186,270,280
ENSG00000225125,0,6,6,7,0,5,16,4,7,2
ENSG00000232611,0,24,17,14,1,19,35,32,4,9
ENSG00000147274,2745,5743,5462,6435,1939,5805,5319,6188,4207,5233
ENSG00000234062,17,58,45,32,27,52,83,55,11,27
ENSG00000237307,33,54,37,21,26,26,18,25,19,16
ENSG00000214748,6,11,19,8,6,8,8,4,22,10
ENSG00000237584,4,16,33,7,4,19,20,8,7,14
ENSG00000156925,0,1,0,50,0,13,0,0,0,2
ENSG00000229562,12,8,19,18,6,22,12,15,14,6
ENSG00000129682,1,624,5,52,3,167,2,1,4,1
ENSG00000226031,0,31,0,8,0,3,0,0,0,0
ENSG00000232549,8,5,32,11,5,4,5,6,9,6
ENSG00000101977,2,1,2,1,0,4,4,0,2,0
ENSG00000101974,281,517,1123,684,232,577,941,54,303,418
ENSG00000214653,333,369,373,471,229,354,186,463,474,206
ENSG00000230707,8,0,0,122,2,49,0,26,7,181
ENSG00000134595,0,0,0,37,0,8,0,10,72,551
ENSG00000203930,0,0,3,0,0,4,0,0,0,0
ENSG00000281508,1,0,7,0,1,4,0,0,10,0
ENSG00000214925,0,1,1,2,0,4,8,2,5,7
ENSG00000261212,0,0,0,0,1,0,4,0,0,1
ENSG00000182195,1040,1774,6112,1184,1050,1537,921,32,3413,161
ENSG00000213423,2,7,4,1,2,6,3,4,4,9
ENSG00000277215,2,2,3,1,0,2,4,0,4,0
ENSG00000196406,0,0,0,0,0,3,0,0,0,0
ENSG00000165509,0,2,1,1,0,2,3,0,0,0
ENSG00000155495,0,19,361,0,0,7,0,0,0,0
ENSG00000046774,0,0,0,26,0,41,0,2,0,0
ENSG00000179542,19,16,37,26,5,133,4,0,174,0
ENSG00000185985,6,84,0,229,1,831,16,0,293,9
ENSG00000221870,0,0,0,0,0,11,0,0,2,0
ENSG00000231686,80,180,222,58,86,94,51,91,42,52
ENSG00000225660,2,2,3,4,0,2,4,4,3,2
ENSG00000274579,1,3,7,1,2,3,5,1,0,0
ENSG00000227505,4,4,9,9,3,11,4,2,5,4
ENSG00000227083,0,3,1,2,0,1,8,0,0,0
ENSG00000268066,1,0,1,1,1,3,5,1,1,1
ENSG00000102081,1548,5528,3060,1581,878,2726,6212,2718,2978,2460
ENSG00000236337,1,13,2,1,5,1,11,2,0,1
ENSG00000176988,0,2,0,0,3,203,3,0,0,0
ENSG00000219507,7154,5333,1395,1959,5414,8028,1642,4083,7149,1724
ENSG00000233467,46,38,159,119,61,158,45,67,60,42
ENSG00000176970,10,6,14,5,1,7,7,7,5,3
ENSG00000237741,0,0,0,0,0,1,1,0,4,0
ENSG00000155966,60,311,2,83,37,354,319,50,802,89
ENSG00000010404,1352,1893,1478,779,1417,1391,4573,887,1131,1585
ENSG00000241489,7,29,7,6,9,2,148,11,3,0
ENSG00000238039,7,17,5,8,7,0,104,0,2,0
ENSG00000176289,56,35,38,19,44,23,50,7,24,23
ENSG00000241769,72,39,23,34,60,13,155,22,8,9
ENSG00000197620,328,511,800,499,290,880,1039,470,874,583
ENSG00000267978,60,1,0,4,183,7,0,0,0,0
ENSG00000268738,16,7,7,20,12,39,51,8,9,27
ENSG00000269556,260,472,545,499,219,1032,707,269,492,390
ENSG00000185247,72,1,72,4,88,10,1,3,0,0
ENSG00000235254,30,40,48,49,14,102,77,36,29,29
ENSG00000171116,10,3,3,22,15,26,41,7,9,23
ENSG00000123584,35,1,0,4,118,2,0,0,0,0
ENSG00000224732,0,0,3,0,0,0,1,0,1,0
ENSG00000230899,1,2,1,0,0,0,3,2,0,0
ENSG00000156009,15,0,0,0,14,2,0,0,0,0
ENSG00000197021,467,701,1175,708,407,1191,1415,685,1131,691
ENSG00000235703,148,113,50,92,190,28,373,51,26,13
ENSG00000183171,36,40,66,34,27,43,26,41,43,57
ENSG00000234825,570,670,1711,961,490,1405,371,707,543,928
ENSG00000013619,15,73,57,4,36,28,196,18,140,30
ENSG00000171100,185,847,534,260,153,532,1074,222,295,298
ENSG00000063601,877,1257,2075,1157,616,1541,1912,1141,1163,1180
ENSG00000102181,235,775,1180,842,218,1976,1504,480,601,902
ENSG00000029993,785,2858,1768,3647,650,4252,4946,6159,3821,10908
ENSG00000230508,29,19,55,41,29,43,29,35,40,46
ENSG00000228717,1,6,3,2,1,3,2,0,4,1
ENSG00000160131,909,1818,2280,1831,623,2535,3897,2071,2009,3026
ENSG00000214915,0,0,0,1,4,2,0,0,0,0
ENSG00000166049,896,4,0,5,557,21,3,0,0,0
ENSG00000130032,17,16,0,90,4,6,60,0,2,4
ENSG00000229967,166,0,0,0,125,8,0,0,2,0
ENSG00000147381,3449,0,0,0,2735,64,0,0,125,0
ENSG00000102287,286,700,35,343,218,535,883,0,6,2
ENSG00000242520,0,0,0,14,0,34,0,0,0,0
ENSG00000266560,0,0,0,26,0,64,0,0,0,0
ENSG00000124260,0,0,1,1181,14,1995,0,0,0,0
ENSG00000231937,0,0,0,16,1,22,0,0,0,0
ENSG00000011677,0,0,6,51,0,149,0,36,0,28
ENSG00000223940,195,361,187,318,207,543,132,163,129,119
ENSG00000268089,26,12,5,115,26,106,42,1,10,12
ENSG00000221867,0,0,330,1636,1,101,0,0,0,0
ENSG00000268902,3,3,13,2,6,10,0,1,15,1
ENSG00000183305,0,6,29,15,0,11,1,0,4,0
ENSG00000198930,0,1,92,27,1,65,0,0,2,0
ENSG00000213401,0,1,144,78,0,87,0,0,1,0
ENSG00000242599,0,0,6,3,0,5,0,0,0,0
ENSG00000268606,0,2,41,29,4,15,1,0,3,0
ENSG00000268916,0,1,6,3,6,5,2,1,7,1
ENSG00000197172,0,0,583,734,0,103,0,0,0,0
ENSG00000147400,1025,3835,2035,1992,725,2870,4626,2729,6272,5305
ENSG00000147383,531,1792,1622,1432,423,2936,2118,1253,1304,1713
ENSG00000147394,5068,4976,657,601,2421,1121,1745,611,3994,531
ENSG00000198883,1,1,0,0,0,43,7,2,0,0
ENSG00000229979,0,0,0,1,0,5,3,0,0,0
ENSG00000183837,22,59,156,735,34,702,344,109,13,6
ENSG00000235961,53,312,86,542,75,1134,176,666,83,22
ENSG00000268883,32,170,48,253,43,594,80,298,38,18
ENSG00000198681,1068,2,5,22,584,20,0,0,0,0
ENSG00000225110,1,0,11,21,0,7,7,3,3,0
ENSG00000063587,366,1543,182,739,223,1124,1526,911,793,531
ENSG00000214897,31,38,0,0,18,13,9,0,0,0
ENSG00000189420,50,1207,1,43,42,698,641,137,18,78
ENSG00000183479,7,33,3,11,21,10,59,18,5,28
ENSG00000213397,21,35,24,32,40,32,56,17,48,38
ENSG00000182492,27,45,137,10,71,42,1533,61,20,77
ENSG00000067842,0,4,0,0,0,0,38,0,8,5
ENSG00000262919,261,1114,672,420,279,969,728,506,722,744
ENSG00000260081,6,57,40,34,10,32,48,24,43,38
ENSG00000217889,13,18,15,24,15,31,8,19,16,14
ENSG00000130829,9,82,171,21,3,86,424,18,14,58
ENSG00000237793,8,3,45,8,4,8,46,13,19,34
ENSG00000130822,17,132,80,13,19,51,86,8,19,198
ENSG00000130821,70,1140,2926,1678,166,3718,351,384,136,1999
ENSG00000185825,3477,10927,6081,4917,3258,14488,8904,5443,8823,8172
ENSG00000101986,525,831,395,143,659,1712,545,348,281,377
ENSG00000232725,0,0,0,3,0,3,3,5,2,6
ENSG00000198753,41,124,53,16,59,246,174,99,2,40
ENSG00000184343,7,4,15,43,4,26,2,31,1,21
ENSG00000067829,817,2704,2953,786,828,1447,2098,871,995,1362
ENSG00000180879,1323,8187,9149,2883,1081,6777,12130,4655,9083,7072
ENSG00000067840,5,12,0,25,5,92,171,12,255,73
ENSG00000184844,20,64,73,86,10,136,58,169,44,181
ENSG00000198910,7134,3093,110,1956,6229,14050,1985,213,1444,660
ENSG00000273769,1,0,0,2,0,7,1,0,0,0
ENSG00000126895,10,138,3,29,1,1744,18,0,0,4
ENSG00000089820,737,3967,2548,4174,893,5363,3256,152,79,113
ENSG00000102030,494,1778,1651,2408,456,3866,1314,1028,1664,1335
ENSG00000102032,23,293,446,40,40,848,95,418,35,75
ENSG00000172534,2785,4523,5288,5009,2356,4763,2734,3823,4260,3584
ENSG00000177854,115,370,615,800,99,794,700,297,711,628
ENSG00000184216,3416,14167,35587,8744,3339,23508,4307,7705,2656,6308
ENSG00000169057,800,3141,2269,2674,643,3563,3168,1470,1471,1665
ENSG00000102076,0,3,0,0,0,4,1,0,0,0
ENSG00000277008,0,1,0,51,0,240,0,0,0,0
ENSG00000274962,0,0,0,43,0,208,0,0,0,0
ENSG00000166160,0,3,0,0,0,1,0,0,0,0
ENSG00000277009,0,0,0,43,0,213,0,0,0,0
ENSG00000278057,0,1,1,50,0,256,0,0,0,0
ENSG00000007350,1,74,13,5,0,13,2,0,1,1
ENSG00000231830,0,0,0,1,0,1,3,1,0,3
ENSG00000196924,26216,69259,27204,23698,22551,13285,28965,10148,16694,11498
ENSG00000102119,1027,3755,2801,2843,1108,2119,2889,1812,2031,2803
ENSG00000147403,11055,30705,25200,17117,9293,12970,51672,18461,20636,30543
ENSG00000280195,24,56,83,79,22,52,64,28,32,43
ENSG00000013563,675,1462,854,1251,649,1078,1868,804,705,855
ENSG00000102125,579,1185,1135,2086,473,991,1348,665,327,564
ENSG00000197180,27,154,175,263,18,436,153,174,54,137
ENSG00000071553,3055,10839,5940,8076,2862,14367,9409,6071,5420,4733
ENSG00000203879,2790,5371,4107,7538,2536,4984,6248,2800,2735,4389
ENSG00000071859,1294,2737,3428,4226,1563,4628,1201,2397,1214,2499
ENSG00000276350,0,2,2,6,2,4,1,1,0,0
ENSG00000130827,2450,5253,1405,2114,2823,1867,3605,1341,599,820
ENSG00000196976,288,1257,2806,2003,314,1694,1261,948,887,2060
ENSG00000102178,1045,4437,5292,2537,850,4232,2254,1509,1268,1527
ENSG00000126903,564,4082,1360,1011,635,1544,856,536,909,618
ENSG00000071889,798,2255,2350,3053,791,2386,2570,1021,1331,1941
ENSG00000261773,0,0,2,3,0,15,8,3,1,3
ENSG00000160211,886,3412,2332,3111,885,11040,1732,2630,4478,4399
ENSG00000269335,208,730,413,432,229,716,368,380,275,290
ENSG00000279245,1,3,2,5,0,1,9,4,4,6
ENSG00000273041,14,9,40,26,3,30,15,15,12,14
ENSG00000268651,7,1,13,55,9,62,0,0,0,0
ENSG00000184033,5,0,29,74,4,60,0,0,0,0
ENSG00000213338,30,11,39,35,19,33,33,32,12,17
ENSG00000272681,4,3,0,3,1,2,10,5,3,5
ENSG00000275882,147,413,254,272,169,472,249,176,119,162
ENSG00000126890,19,0,12,167,4,61,1,0,0,0
ENSG00000226141,1,28,57,38,2,74,13,11,5,56
ENSG00000160219,5,8,1,3,10,14,11,0,1,0
ENSG00000130826,1478,4397,6562,2545,1237,4147,4733,3893,2695,3859
ENSG00000130830,104,61,72,110,109,134,228,7,54,18
ENSG00000229237,4,6,12,10,1,19,7,9,6,18
ENSG00000185010,143,388,101,301,77,387,746,157,59,208
ENSG00000274183,3,2,2,5,5,13,7,0,2,1
ENSG00000277203,377,1168,602,541,457,850,765,572,902,956
ENSG00000165775,1031,2579,2295,1510,999,3529,3284,1678,2118,3051
ENSG00000214827,18,58,32,21,7,51,38,33,14,22
ENSG00000185515,351,2360,1109,818,237,1255,1303,1067,983,879
ENSG00000155959,719,2286,2066,1512,467,3086,2504,1786,1958,2246
ENSG00000155961,9,43,28,168,5,338,365,14,68,61
ENSG00000155962,76,83,18,32,78,283,91,11,9,9
ENSG00000225008,25,26,26,28,20,26,10,60,23,41
ENSG00000228986,56,47,74,70,34,72,45,62,26,63
ENSG00000224216,6,2,8,5,2,5,12,7,3,3
ENSG00000230578,15,47,65,22,10,88,89,40,84,36
ENSG00000277858,1,1,0,0,0,6,1,0,1,0
ENSG00000274791,90,274,196,164,129,203,160,112,197,239
ENSG00000277150,333,1132,782,670,447,993,673,521,833,892
ENSG00000277745,2,4,2,2,3,6,5,1,2,1
ENSG00000224533,8,8,5,5,4,7,12,5,4,6
ENSG00000185973,223,431,580,264,122,701,760,377,724,314
ENSG00000168939,26,96,114,121,26,146,344,525,427,140
ENSG00000237801,18,4,5,24,5,5,4,16,7,8
ENSG00000124333,552,999,1290,944,348,1971,2121,1012,1240,1150
ENSG00000124334,1,6,26,2,5,8,3,3,1,1
ENSG00000185203,12,7,238,40,8,29,20,10,12,12
ENSG00000182484,379,602,300,1056,404,739,547,318,164,190
ENSG00000227159,3,10,25,31,12,25,8,20,2,10
ENSG00000253620,0,2,2,1,0,3,0,5,0,0
ENSG00000255464,1,2,0,0,1,5,3,1,0,0
ENSG00000253166,3,3,6,6,2,5,1,2,0,0
ENSG00000223508,27,11,39,37,11,20,14,7,7,13
ENSG00000172748,20,40,21,142,8,156,134,82,37,36
ENSG00000272812,6,1,11,7,2,5,8,2,6,4
ENSG00000273402,2,0,0,5,0,2,3,1,0,0
ENSG00000147364,409,476,1622,739,251,1429,406,574,471,491
ENSG00000272293,3,2,18,33,8,28,2,5,11,7
ENSG00000279852,0,0,0,1,0,0,0,5,0,4
ENSG00000180190,171,119,1246,522,100,507,784,217,246,395
ENSG00000104714,146,203,530,271,131,354,215,172,169,258
ENSG00000254207,0,1,4,2,0,3,0,0,1,0
ENSG00000182372,158,168,739,447,129,788,317,265,171,353
ENSG00000282021,1,0,0,0,0,3,7,0,0,1
ENSG00000253982,41,86,139,58,39,122,135,51,89,76
ENSG00000104728,231,350,425,275,175,326,442,81,152,118
ENSG00000253696,0,0,0,1,0,3,3,0,1,16
ENSG00000253764,0,2,0,0,0,0,0,0,0,5
ENSG00000176595,4,144,3,14,4,95,122,13,161,1807
ENSG00000036448,1,3,1,0,4,0,1,1,58,5
ENSG00000183117,0,0,57,0,0,8,0,0,1,0
ENSG00000254244,186,253,786,178,103,204,333,255,104,291
ENSG00000246089,15,47,195,110,16,108,122,59,139,158
ENSG00000147316,238,247,455,360,173,529,244,254,585,245
ENSG00000253550,7,10,15,8,6,11,12,9,4,12
ENSG00000091879,0,0,0,0,0,2,0,0,0,6
ENSG00000271743,0,1,1,2,0,4,26,5,13,4
ENSG00000249898,1,6,10,3,3,6,29,1,12,10
ENSG00000155189,427,403,1651,565,237,720,732,938,1295,1082
ENSG00000275591,0,8,0,0,0,5,3,0,21,0
ENSG00000245857,0,2,0,2,0,7,5,0,20,0
ENSG00000164825,2,184,22,23,9,629,130,9,1233,5
ENSG00000228744,76,165,378,155,47,146,165,89,145,206
ENSG00000254683,11,13,11,10,13,15,6,7,15,9
ENSG00000214268,82,156,452,145,60,166,176,117,170,227
ENSG00000177306,0,1,0,0,0,1,12,0,0,0
ENSG00000230045,5,1,1,2,1,4,0,3,1,0
ENSG00000249005,5,1,1,2,2,1,1,0,2,0
ENSG00000223885,2,2,3,1,4,6,0,0,6,1
ENSG00000215373,1,1,0,4,3,1,0,1,3,1
ENSG00000233295,1,0,3,2,2,7,1,3,7,2
ENSG00000215374,0,8,2,13,8,36,21,10,39,7
ENSG00000215372,0,1,0,1,0,0,3,0,0,0
ENSG00000177257,0,36,0,0,0,143,6,0,6,0
ENSG00000255128,9,5,6,7,1,9,7,12,1,9
ENSG00000164871,0,3,35,0,0,3,0,0,10,0
ENSG00000248944,1,0,1,1,3,1,0,0,3,0
ENSG00000234749,2,2,1,1,5,0,0,0,6,2
ENSG00000215365,2,0,1,1,3,3,0,1,5,0
ENSG00000241737,2,0,2,5,4,4,1,3,7,0
ENSG00000233176,0,1,1,0,0,0,5,0,0,0
ENSG00000254715,0,1,0,1,0,1,10,0,0,0
ENSG00000189393,0,1,0,0,2,1,0,1,4,0
ENSG00000229477,1,0,0,0,1,0,0,1,3,1
ENSG00000224710,0,1,2,2,3,1,1,1,3,2
ENSG00000223535,1,2,1,0,4,5,1,1,2,0
ENSG00000237122,0,0,1,0,1,1,0,0,6,1
ENSG00000235825,1,1,1,2,1,2,0,0,4,0
ENSG00000254597,5,2,3,5,3,2,2,1,4,1
ENSG00000178287,0,2,19,0,0,1,0,0,12,0
ENSG00000254543,11,5,13,6,1,10,5,18,0,5
ENSG00000171711,0,14,0,0,0,94,3,0,5,0
ENSG00000225725,0,5,0,6,0,12,14,5,23,2
ENSG00000233115,1,1,2,2,3,3,0,1,6,0
ENSG00000215354,3,0,4,2,2,6,0,3,3,0
ENSG00000254229,4,2,4,3,2,1,1,1,4,1
ENSG00000227013,0,0,0,0,0,1,9,0,3,0
ENSG00000244427,102,150,444,140,53,140,185,101,174,209
ENSG00000254311,0,4,3,1,0,1,0,2,0,0
ENSG00000253893,4,8,7,5,3,6,11,1,7,3
ENSG00000268955,0,0,2,0,0,0,6,0,2,2
ENSG00000173295,12,41,79,22,12,27,129,43,33,128
ENSG00000253981,4,4,4,2,1,7,22,4,2,1
ENSG00000275342,322,296,574,177,350,287,255,239,511,221
ENSG00000254153,0,0,3,1,6,3,0,5,2,1
ENSG00000253958,125,144,85,237,139,359,145,96,161,224
ENSG00000147324,1135,1117,1215,2973,684,2627,1530,4681,9514,8719
ENSG00000233609,1,2,1,4,2,4,18,15,21,5
ENSG00000104626,273,241,495,585,193,696,355,404,1419,842
ENSG00000173281,908,298,287,349,647,563,848,274,1619,585
ENSG00000253426,1,2,22,12,0,30,10,12,20,44
ENSG00000279949,0,1,1,7,1,4,4,5,4,2
ENSG00000248538,18,34,37,2,9,46,29,22,56,142
ENSG00000254237,0,1,1,0,0,67,2,0,0,2
ENSG00000272267,4,12,76,8,7,17,11,14,69,46
ENSG00000173273,695,675,1555,1030,503,1700,1358,983,1965,1387
ENSG00000175806,77,200,17,107,57,390,88,74,253,109
ENSG00000261451,3,1,0,0,0,3,1,0,1,1
ENSG00000253641,2,4,0,0,4,0,0,0,1,0
ENSG00000272505,3,2,0,4,0,4,6,0,2,0
ENSG00000183638,1,5,0,2,1,2,16,2,1,0
ENSG00000171056,10,1,0,9,38,11,41,6,62,2
ENSG00000254093,43,96,86,289,36,367,112,134,330,196
ENSG00000253695,0,0,0,1,0,2,5,0,2,0
ENSG00000280294,1,6,0,6,1,26,8,0,21,2
ENSG00000171044,45,54,130,59,40,159,27,0,108,2
ENSG00000269918,23,33,24,36,18,87,49,0,59,1
ENSG00000255310,30,57,210,51,27,91,76,0,56,1
ENSG00000254936,2,1,5,0,2,3,1,0,6,0
ENSG00000254556,0,1,1,0,0,3,1,0,3,0
ENSG00000270076,5,18,22,11,6,5,5,0,18,0
ENSG00000280273,1,3,1,9,1,13,0,3,1,0
ENSG00000104643,235,158,492,411,115,392,207,165,239,232
ENSG00000177710,0,0,0,5,3,4,2,0,0,1
ENSG00000154316,0,0,0,7,0,3,0,1,0,2
ENSG00000255020,0,1,1,2,0,16,0,1,3,1
ENSG00000154319,5,44,1,2,8,140,90,49,88,30
ENSG00000136573,0,0,0,0,0,13,0,0,0,0
ENSG00000136574,2,0,0,164,0,164,12,0,3,5
ENSG00000154328,160,322,1799,422,187,422,329,403,445,591
ENSG00000227203,2,2,8,3,0,5,2,2,5,4
ENSG00000079459,1507,1779,20088,5339,1127,8022,3743,5835,6972,8354
ENSG00000255046,5,1,14,5,3,5,4,0,4,7
ENSG00000164733,9915,15645,52238,19830,10173,96538,24711,12328,44588,14657
ENSG00000269899,9,19,87,23,10,112,44,11,53,12
ENSG00000254948,1,4,5,5,3,14,2,6,5,3
ENSG00000206014,0,2,0,16,0,21,0,0,0,0
ENSG00000255052,0,3,4,5,0,2,11,2,7,1
ENSG00000205879,3,9,8,8,8,13,5,5,11,3
ENSG00000249889,3,4,1,5,4,1,5,4,3,5
ENSG00000186523,45,68,162,50,41,75,73,60,129,105
ENSG00000255495,6,13,34,23,7,22,43,3,22,9
ENSG00000227888,0,5,0,4,0,3,14,2,7,1
ENSG00000270074,0,14,0,15,1,22,9,1,20,1
ENSG00000251402,2,4,4,1,2,8,3,0,5,1
ENSG00000250794,3,5,3,3,3,3,8,2,5,4
ENSG00000145002,26,36,60,13,17,33,25,11,49,34
ENSG00000270154,0,2,6,1,0,0,0,1,2,3
ENSG00000242607,100,185,501,179,78,156,186,123,196,220
ENSG00000244289,102,167,461,182,65,168,183,100,171,219
ENSG00000254917,1,3,2,1,2,1,0,0,1,1
ENSG00000154359,100,275,2214,508,71,1078,504,274,307,431
ENSG00000250305,1,32,3,10,1,42,285,12,77,4
ENSG00000251468,0,0,0,4,0,1,0,0,1,0
ENSG00000164741,248,113,15,38,203,51,367,3,407,208
ENSG00000164743,60,42,15,118,40,138,4,4,49,2
ENSG00000255413,5,2,1,0,4,2,4,1,0,1
ENSG00000255437,15,8,7,7,3,3,9,9,10,10
ENSG00000185053,0,0,7,1,1,0,0,0,0,0
ENSG00000254575,0,0,0,11,0,0,0,0,0,0
ENSG00000214366,21,32,57,31,12,32,33,25,17,18
ENSG00000104723,2228,662,1,1791,1232,3319,2415,1713,2196,2230
ENSG00000250483,4,1,2,3,2,0,0,5,0,0
ENSG00000038945,23,57,0,5,71,33,6,2,1,0
ENSG00000078579,0,0,2,3,0,2,0,1,24,0
ENSG00000155970,17,12,64,23,6,12,31,3,19,0
ENSG00000249258,1,0,3,0,1,1,2,0,1,0
ENSG00000104219,407,198,1577,536,295,1084,731,475,1136,678
ENSG00000198791,1323,1442,6595,3061,838,3358,2133,2205,5244,3082
ENSG00000155975,366,377,1642,610,267,975,554,462,1004,474
ENSG00000003987,9,0,4,114,11,37,92,15,28,36
ENSG00000003989,1554,154,405,245,300,545,5357,500,4856,553
ENSG00000279932,0,0,0,0,0,0,0,0,4,0
ENSG00000104213,98,9,200,118,33,171,236,273,872,88
ENSG00000129422,1623,370,2724,923,985,1909,356,1176,2009,1073
ENSG00000253944,0,2,8,0,1,0,0,2,1,0
ENSG00000253671,6,2,54,2,4,4,2,10,2,2
ENSG00000104760,0,0,0,1,0,6,0,0,0,0
ENSG00000078674,1402,1570,5152,1876,834,2278,1619,2327,3584,1930
ENSG00000104763,3122,1524,7683,3339,2190,5912,1734,2496,3888,1762
ENSG00000245281,2,6,43,2,6,10,6,18,9,6
ENSG00000253384,3,13,2,7,3,3,21,0,0,5
ENSG00000171428,417,94,514,223,250,282,65,142,227,216
ENSG00000244593,138,176,196,103,91,107,188,140,171,232
ENSG00000271654,24,0,0,0,26,0,0,0,0,0
ENSG00000156006,154,1,5,2,54,12,0,4,3,0
ENSG00000156011,307,33,1227,513,173,324,103,818,287,384
ENSG00000104611,577,554,3367,1055,511,2088,329,1172,773,493
ENSG00000147408,57,8,53,61,20,60,13,8,41,3
ENSG00000104613,388,539,3503,1465,312,2242,683,961,1343,893
ENSG00000175445,0,2,0,262,1,279,0,34,225,31
ENSG00000147416,1098,917,3590,2413,800,4651,858,1754,2817,1491
ENSG00000061337,2,12,1,44,3,8,15,1,69,4
ENSG00000254092,0,0,0,1,0,33,1,0,0,0
ENSG00000280215,1,4,15,8,7,12,2,4,9,6
ENSG00000168546,2,1,0,3,2,12,14,0,0,1
ENSG00000147443,18,11,6,0,37,9,0,0,0,0
ENSG00000130227,1093,1383,3208,2547,820,3345,1835,1709,2400,1684
ENSG00000158806,14,1,2,9,9,12,6,43,43,6
ENSG00000158815,0,1,0,13,0,6,11,0,4,1
ENSG00000158856,686,369,61,45,612,96,314,340,565,337
ENSG00000158863,783,556,1078,852,722,1023,1120,454,854,253
ENSG00000275074,82,133,80,186,64,258,153,42,272,132
ENSG00000168453,0,4,19,160,1,97,166,51,70,65
ENSG00000168476,750,729,1249,1838,761,3143,621,888,1450,1041
ENSG00000168481,0,1,0,4,0,78,2,1,1,0
ENSG00000168487,933,687,2182,326,648,1908,1156,63,140,146
ENSG00000168490,18,2,0,0,7,5,9,0,0,2
ENSG00000168495,324,305,1012,636,289,987,576,459,696,436
ENSG00000197181,1,2,0,0,4,12,18,1,0,4
ENSG00000104635,1069,675,1027,1189,642,3444,2429,1578,1455,2002
ENSG00000120910,24,83,131,135,47,170,83,101,122,136
ENSG00000251034,0,0,1,1,0,4,1,3,0,2
ENSG00000120896,283,503,118,852,529,1450,505,293,896,351
ENSG00000120913,90,205,347,149,118,293,250,12,16,28
