,JBLAB-19902,JBLAB-19904,JBLAB-19905,JBLAB-19906,JBLAB-19907,JBLAB-19917,JBLAB-19937,JBLAB-19938,JBLAB-19939,JBLAB-19941
ENSG00000266402,63.29,51.286,58.288,36.782,54.311,19.448,22.08,45.758,4.204,54.003
ENSG00000199753,133.612,77.412,92.427,98.085,176.857,33.134,51.519,105.147,29.429,52.984
ENSG00000136478,1431.051,1053.772,1402.232,1078.94,1371.689,1027.166,703.392,1508.075,1698.449,1968.575
ENSG00000261371,39.849,30.965,64.116,4.904,61.273,28.813,66.239,40.89,223.867,42.795
ENSG00000271605,7.032,11.612,10.825,0,13.926,11.525,115.655,5.841,155.551,12.227
ENSG00000256525,176.977,192.563,378.036,505.14,200.531,238.424,247.081,240.474,257.5,371.91
ENSG00000108654,13760.83,18790.815,9992.151,16830.65,12268.61,13510.913,8178.899,18452.256,10594.286,9327.298
ENSG00000258890,915.357,867.983,552.899,788.771,863.398,492.694,581.428,997.919,517.102,580.791
ENSG00000108854,711.424,593.17,427.997,614.669,818.836,478.288,575.12,876.222,1706.857,1440.769
ENSG00000270714,3.516,7.741,11.658,8.991,12.533,13.686,0,7.789,6.306,4.076
ENSG00000215769,84.386,214.819,164.038,290.17,129.51,333.505,114.603,328.096,363.653,795.785
ENSG00000265298,30.473,22.256,34.973,44.138,44.562,38.177,37.851,29.207,48.347,35.663
ENSG00000265982,57.43,5.806,20.817,5.722,79.377,9.364,4.206,8.762,1.051,2.038
ENSG00000214176,593.048,325.131,169.034,241.127,651.726,221.136,159.814,296.942,162.908,181.37
ENSG00000278581,0,0,0,1.635,4.178,0,0,0.974,0,0
ENSG00000176809,133.612,194.498,38.303,143.859,175.465,110.928,209.23,209.32,73.571,87.628
ENSG00000265218,1.172,11.612,1.665,5.722,2.785,5.042,24.182,0.974,4.204,0
ENSG00000266644,1.172,1.935,0.833,2.452,0,1.441,7.36,0,1.051,0
ENSG00000264057,2.344,7.741,6.661,8.174,9.748,5.042,15.771,16.551,7.357,11.208
ENSG00000265912,0,0,0,0,4.178,0,0,0,0,0
ENSG00000232457,5.86,0.968,0,4.087,5.57,5.763,6.308,35.049,2.102,38.719
ENSG00000214174,161.74,301.907,151.548,194.536,146.221,99.403,140.889,133.38,223.867,250.657
ENSG00000120063,1466.212,1274.396,985.892,1120.627,1238.002,782.98,1039.842,1704.738,1412.571,2170.324
ENSG00000263470,57.43,29.997,97.423,57.217,69.629,75.633,58.879,101.252,64.112,89.666
ENSG00000108370,26.957,9.677,6.661,13.895,30.637,12.966,29.439,4.868,5.255,8.151
ENSG00000168646,46.881,289.328,50.793,217.423,33.422,96.522,220.796,124.618,652.684,554.299
ENSG00000154240,73.838,151.921,15.821,62.121,65.451,83.556,170.328,72.045,105.102,98.836
ENSG00000266707,2.344,4.838,1.665,8.174,2.785,5.042,0,0,1.051,1.019
ENSG00000154229,1238.838,672.517,548.736,71.929,785.414,176.477,231.31,442.979,90.388,34.644
ENSG00000229330,0,0,0,0,4.178,0,0,0,0,0
ENSG00000075429,0,0,0,2.452,0,0,0,3.894,0,1.019
ENSG00000075461,1905.724,142.245,15.821,1341.319,1513.732,1067.504,844.28,589.016,999.52,1146.298
ENSG00000108878,5.86,4.838,0,4.904,16.711,9.364,12.617,2.921,3.153,0
ENSG00000198265,1147.42,1064.416,1040.016,640.008,856.435,488.372,1137.623,1413.638,1365.276,1416.315
ENSG00000266473,1.172,5.806,4.163,1.635,6.963,2.161,7.36,4.868,5.255,2.038
ENSG00000197170,2558.546,2394.936,2145.814,1901.223,1949.609,2753.037,1285.871,3321.854,3152.01,3107.741
ENSG00000154217,49.225,152.889,63.284,405.42,110.014,320.539,465.774,818.781,877.602,814.126
ENSG00000279917,0,2.903,0.833,1.635,0,0.72,0,1.947,0,3.057
ENSG00000130935,1268.139,1481.474,1768.611,1495.803,980.375,1573.164,938.907,2028.94,1718.418,2142.813
ENSG00000171634,1734.608,2379.454,1458.021,1609.419,1643.242,1199.321,1428.863,2141.875,1511.367,1479.488
ENSG00000279573,1.172,0.968,0,2.452,1.393,0,0,1.947,1.051,0
ENSG00000279880,1.172,2.903,0,1.635,2.785,2.881,5.257,4.868,2.102,1.019
ENSG00000186665,308.244,237.074,207.337,490.427,394.099,149.105,175.585,517.944,463.5,611.359
ENSG00000266176,0,0.968,1.665,3.27,0,0,0,1.947,0,2.038
ENSG00000182481,3573.526,5030.818,5194.253,6865.166,3014.931,7916.241,2345.69,6755.67,6742.296,15687.468
ENSG00000266117,1.172,3.871,0,3.27,2.785,2.881,3.154,2.921,0,0
ENSG00000265055,11.72,2.903,14.156,17.165,18.104,10.084,16.823,4.868,26.276,69.287
ENSG00000237854,59.774,57.091,75.774,46.591,75.199,41.058,36.799,36.996,83.031,52.984
ENSG00000267023,5.86,4.838,1.665,2.452,12.533,2.881,9.463,4.868,3.153,3.057
ENSG00000278730,914.185,891.207,1069.993,738.911,725.533,883.824,610.868,850.909,1281.194,1124.9
ENSG00000274561,10.548,20.321,17.486,21.252,22.281,18.008,37.851,44.785,22.071,75.401
ENSG00000277476,144.16,163.533,113.244,107.077,228.383,133.978,206.076,175.244,110.357,257.79
ENSG00000267731,0,1.935,0.833,3.27,4.178,1.441,5.257,0.974,3.153,5.095
ENSG00000267472,1.172,0,6.661,74.381,2.785,3.602,1.051,13.63,0,25.473
ENSG00000274712,43.365,13.547,14.988,133.233,61.273,45.38,78.856,84.701,122.969,90.685
ENSG00000265100,5.86,2.903,2.498,8.174,4.178,4.322,4.206,9.736,3.153,2.038
ENSG00000196704,1453.32,1503.73,1330.621,1433.683,1509.554,1161.145,1192.296,1185.82,1676.378,1531.454
ENSG00000141337,130.096,41.609,119.073,75.199,121.154,71.311,149.3,183.033,31.531,406.554
ENSG00000108932,46.881,7.741,8.327,35.965,48.74,131.817,183.996,763.286,21.02,766.236
ENSG00000267009,10.548,2.903,7.494,7.356,12.533,8.644,14.72,6.815,1.051,17.322
ENSG00000070540,518.038,409.316,247.306,280.361,598.808,482.61,267.058,1327.963,470.857,1420.39
ENSG00000207561,1.172,0.968,0.833,2.452,8.355,7.203,3.154,13.63,0,5.095
ENSG00000108946,3484.452,4789.872,4148.408,3027.572,2896.562,2892.777,4778.647,6927.993,9809.174,9402.699
ENSG00000108950,1020.84,1395.353,32.474,9.809,456.765,113.089,608.765,116.83,1857.153,98.836
ENSG00000267659,0,0.968,0,0,0,0.72,4.206,0,6.306,2.038
ENSG00000141338,2.344,0,0,0,4.178,0,0,0,13.663,0
ENSG00000154258,0,0,0.833,0,0,3.602,1.051,0,0,0
ENSG00000154262,0,0,0,0,2.785,3.602,0,0.974,1.051,0
ENSG00000154263,14.064,8.709,6.661,14.713,13.926,38.177,10.514,11.683,9.459,2.038
ENSG00000154265,213.31,119.989,117.408,299.161,172.68,221.856,236.567,831.437,318.459,385.156
ENSG00000108984,21.097,241.913,168.201,563.174,11.141,597.86,149.3,1319.201,631.663,858.959
ENSG00000267194,0,81.283,42.467,92.364,11.141,96.522,93.575,296.942,98.796,372.929
ENSG00000227517,0,0,0,0,4.178,0.72,0,0,0,0
ENSG00000267184,1.172,3.871,2.498,2.452,0,2.161,0,0.974,7.357,6.114
ENSG00000153822,17.58,28.062,3.331,0,6.963,64.108,15.771,4.868,9.459,2.038
ENSG00000267365,3.516,34.835,69.112,14.713,0,10.084,9.463,41.864,133.48,43.814
ENSG00000123700,3.516,17.418,260.629,8.991,9.748,31.694,14.72,167.456,356.296,127.366
ENSG00000228118,82.042,171.274,124.902,97.268,82.162,91.48,70.444,38.943,85.133,66.231
ENSG00000228639,0,0,0.833,0,0,2.161,1.051,0,0,1.019
ENSG00000256124,0,1.935,19.984,0.817,1.393,17.288,21.028,6.815,0,12.227
ENSG00000234899,2.344,3.871,26.646,4.904,13.926,5.042,17.874,63.283,14.714,46.871
ENSG00000125398,236.751,415.122,853.496,258.292,825.799,533.032,427.923,1620.037,1395.755,1003.647
ENSG00000227036,232.062,1251.173,250.636,179.006,187.998,135.419,639.256,596.804,773.551,1120.825
ENSG00000264026,0,0,1.665,0.817,15.318,0,3.154,0.974,1.051,1.019
ENSG00000263893,62.118,39.674,9.992,56.399,47.348,54.744,29.439,31.155,22.071,58.079
ENSG00000133195,1243.526,1077.963,244.808,600.774,1171.158,542.396,629.793,665.929,706.286,1162.601
ENSG00000266501,16.408,11.612,16.654,8.991,27.852,17.288,7.36,17.524,11.561,16.303
ENSG00000180616,24.613,30.965,18.319,24.521,25.066,25.211,90.421,279.417,53.602,727.517
ENSG00000166685,733.692,591.235,316.418,542.74,738.066,442.993,489.956,591.936,612.745,895.641
ENSG00000277728,4.688,0.968,4.163,2.452,2.785,4.322,5.257,13.63,2.102,10.189
ENSG00000133193,809.874,1071.19,809.364,911.378,679.578,889.587,524.652,1135.194,1166.633,1494.772
ENSG00000141219,533.275,555.432,517.927,660.442,545.89,327.742,495.213,595.831,948.02,636.832
ENSG00000187959,0,4.838,2.498,0.817,1.393,2.161,9.463,6.815,1.051,6.114
ENSG00000179604,2678.094,5471.099,3887.78,4051.747,2081.904,4188.621,2189.03,3334.511,5943.521,4243.849
ENSG00000069188,30.473,30.965,11.658,168.38,16.711,54.023,372.198,5.841,208.102,54.003
ENSG00000172809,5305.79,7532.195,8989.605,6130.342,6468.523,6131.305,8419.671,10912.855,16455.827,23442.554
ENSG00000246731,2.344,1.935,5.829,1.635,0,0.72,1.051,2.921,0,1.019
ENSG00000141540,22.269,20.321,91.595,51.495,5.57,80.675,149.3,9.736,19.969,17.322
ENSG00000171595,0,2.903,0,0,0,2.881,12.617,0,2.102,0
ENSG00000266106,0,0,0,0,0,2.161,0,0,0,0
ENSG00000196169,0,12.579,0,40.052,0,31.694,65.187,3.894,4.204,3.057
ENSG00000204347,0,0,0,1.635,0,5.763,0,0.974,162.908,1.019
ENSG00000257008,0,0,0,1.635,0,7.923,0,3.894,0,0
ENSG00000170412,1122.807,6069.107,1200.724,1530.133,1238.002,3579.236,1456.199,12635.118,2605.48,2640.051
ENSG00000167851,37.505,26.127,0,1.635,45.955,0.72,2.103,0.974,0,13.246
ENSG00000178789,5.86,0.968,0,0,2.785,0,0,0,0,0
ENSG00000167850,5.86,8.709,0,0,4.178,2.161,1.051,0,0,0
ENSG00000261222,3.516,0,0,0,0,1.441,0,0,0,0
ENSG00000186407,36.333,23.224,0,2.452,57.096,0,0,0,0,0
ENSG00000172794,7.032,0,4.163,67.025,15.318,57.625,6.308,3.894,46.245,11.208
ENSG00000186074,8.204,0,0,0,4.178,0,0,0,0,0
ENSG00000109062,540.307,1006.357,5087.67,2995.694,944.168,3362.421,1720.103,3973.179,5461.102,5873.121
ENSG00000109065,850.895,633.811,1198.225,962.055,1161.41,987.549,836.92,1102.092,560.194,1024.026
ENSG00000109066,540.307,483.825,423.001,763.432,601.594,794.505,219.744,611.408,1044.714,540.034
ENSG00000161509,28.129,0.968,0,448.741,29.244,236.263,2.103,0,2.102,1.019
ENSG00000161513,159.396,198.368,287.274,441.385,162.932,257.872,157.711,135.328,184.98,276.13
ENSG00000172782,0,0.968,0,32.695,6.963,15.847,10.514,0.974,0,0
ENSG00000182040,0,0.968,0,26.156,0,7.203,14.72,10.709,2.102,24.454
ENSG00000183034,0,0,0,0.817,0,2.161,0,0,2.102,1.019
ENSG00000182938,0,0,0,0,0,0,0,4.868,0,0
ENSG00000167861,734.864,2363.971,1437.204,1189.286,942.775,1823.833,618.228,2387.217,6688.694,1891.137
ENSG00000109089,1046.625,3592.888,2372.303,1348.675,1254.713,4488.271,585.634,1536.309,4175.704,1331.743
ENSG00000167862,471.157,511.887,421.336,698.859,557.031,970.262,239.721,717.528,760.939,858.959
ENSG00000180901,867.304,769.283,691.956,828.005,941.383,1395.967,567.76,1335.751,1999.041,1361.292
ENSG00000167863,2270.226,2921.338,2690.387,3416.644,2491.322,4097.861,1771.622,4108.506,6173.694,6759.591
ENSG00000239607,1.172,0.968,0.833,4.087,0,2.881,1.051,0.974,2.102,0
ENSG00000170190,518.038,1107.96,170.699,156.937,452.588,789.463,491.007,1683.319,717.847,495.201
ENSG00000125449,423.104,304.81,318.916,442.202,497.15,911.196,174.534,788.6,698.929,528.825
ENSG00000125458,791.122,1304.394,812.695,1017.637,862.006,1184.195,448.951,530.601,422.51,1026.064
ENSG00000279035,5.86,3.871,0.833,2.452,5.57,7.923,3.154,5.841,7.357,3.057
ENSG00000189159,3492.656,3690.621,4765.423,2712.063,3672.227,5910.169,768.579,3522.411,4970.276,7864.112
ENSG00000265800,1.172,0.968,4.996,5.722,5.57,5.042,1.051,5.841,1.051,4.076
ENSG00000263786,4.688,14.515,5.829,15.53,6.963,8.644,5.257,10.709,7.357,8.151
ENSG00000188612,2488.224,3951.887,3086.742,2995.694,2143.177,4112.988,3117.423,5514.356,6626.684,8053.634
ENSG00000125450,1169.688,1183.437,1285.657,1619.228,1463.599,1839.68,876.874,2230.471,1273.837,1882.985
ENSG00000125447,984.507,1493.085,816.026,1190.921,1122.418,1129.451,691.826,1122.537,783.01,764.199
ENSG00000125445,1521.298,1924.658,2319.012,2009.117,1747.685,3368.904,829.561,2332.697,2454.133,2609.483
ENSG00000125457,232.062,322.228,461.304,384.168,349.537,394.732,249.184,442.979,933.306,777.445
ENSG00000263843,59.774,39.674,54.124,56.399,79.377,40.338,31.542,24.339,74.622,28.53
ENSG00000125454,208.622,268.039,614.517,298.343,304.975,409.858,110.398,736.026,190.235,814.126
ENSG00000177885,2817.565,3790.289,2975.163,2497.91,2946.694,3139.124,1980.852,4993.49,4507.827,6248.087
ENSG00000228007,339.889,625.103,545.405,455.28,353.715,543.836,1075.59,808.071,987.959,1650.669
ENSG00000264853,0,2.903,0.833,0.817,4.178,4.322,2.103,0.974,2.102,0
ENSG00000265342,0,1.935,0,0.817,1.393,0,0,0.974,0,3.057
ENSG00000177728,1357.213,1222.143,727.762,1062.593,1112.67,691.501,1527.695,3023.939,2135.674,1700.596
ENSG00000177303,1241.182,1071.19,629.506,500.236,1073.677,402.655,553.04,1351.329,1013.184,616.453
ENSG00000182173,321.137,774.121,899.294,908.925,551.461,607.224,403.74,1681.372,946.969,1519.227
ENSG00000073350,2292.495,4315.723,1163.253,1876.702,3292.054,1509.776,1085.053,2726.023,2783.102,2265.084
ENSG00000266714,818.078,629.941,11.658,273.822,972.019,44.659,744.397,615.302,14.714,56.041
ENSG00000108469,1897.52,742.188,668.641,1293.911,2008.097,857.173,912.622,868.433,472.959,551.242
ENSG00000204323,345.75,28.062,40.801,99.72,327.256,139.741,7.36,61.336,8.408,6.114
ENSG00000259120,22.269,36.771,0.833,6.539,11.141,11.525,19.977,0,1.051,4.076
ENSG00000161526,1875.252,1267.623,898.461,1654.375,2203.058,1819.511,761.219,1375.668,1876.071,1428.542
ENSG00000132470,7842.068,11137.663,1035.02,1872.615,8983.519,6214.861,3952.241,888.878,3898.235,1141.203
ENSG00000108479,398.491,557.367,649.49,403.785,568.172,448.755,323.834,481.922,540.225,989.382
ENSG00000132475,15862.284,25079.579,9385.128,11690.971,16177.575,9924.474,8184.156,14630.956,22057.766,19576.729
ENSG00000132478,814.562,1108.928,592.868,463.454,831.369,594.979,556.195,1158.56,883.908,1170.752
ENSG00000266980,0,2.903,2.498,0,0,1.441,1.051,0.974,0,0
ENSG00000092929,668.058,2575.887,607.856,117.703,1534.621,1440.626,165.071,72.045,31.531,29.549
ENSG00000132471,2457.752,3861.895,2305.689,2371.216,2924.413,3692.325,2271.04,4481.387,4617.133,5801.795
ENSG00000132481,1390.03,3177.766,1829.396,264.831,2378.523,1166.187,1163.908,1200.424,1238.102,1162.601
ENSG00000267801,16.408,63.865,32.474,4.087,29.244,8.644,29.439,34.075,29.429,50.947
ENSG00000141569,368.018,923.139,1143.269,699.676,531.965,806.751,435.283,1591.803,899.674,1588.514
ENSG00000267342,3.516,3.871,4.996,0.817,9.748,0.72,0,0,1.051,2.038
ENSG00000204316,90.246,48.383,35.805,93.181,118.369,44.659,47.313,63.283,31.531,20.379
ENSG00000267426,0,0.968,0,0,0,0.72,1.051,0.974,3.153,0
ENSG00000188878,112.515,120.956,102.42,367.821,171.287,150.545,136.683,220.029,214.408,134.499
ENSG00000161533,1823.682,1574.368,1198.225,774.058,1580.576,1242.54,956.781,1954.948,2283.867,2216.176
ENSG00000257949,2.344,0.968,0.833,1.635,5.57,0.72,0,0.974,0,1.019
ENSG00000261408,19.925,32.9,14.156,17.982,30.637,10.084,8.411,31.155,2.102,2.038
ENSG00000250506,11.72,20.321,3.331,15.53,19.496,7.203,0,9.736,1.051,0
ENSG00000167880,1639.673,2193.665,739.419,376.812,1781.107,785.141,402.689,1471.079,1610.163,526.788
ENSG00000167881,1871.735,2132.703,2140.818,1997.674,2073.548,2206.319,1089.258,2593.616,3171.98,2459.7
ENSG00000186919,1.172,4.838,3.331,0.817,6.963,4.322,3.154,2.921,5.255,3.057
ENSG00000182687,1.172,1.935,1.665,0,2.785,8.644,1.051,49.653,19.969,20.379
ENSG00000182473,2805.845,3674.171,2058.383,3188.595,3072.026,3088.703,1894.636,4350.928,3015.378,2490.268
ENSG00000129654,30.473,1113.766,0.833,43.321,84.947,933.526,1579.214,5017.83,2211.347,6520.142
ENSG00000267128,19.925,148.051,3.331,8.174,43.17,31.694,297.548,411.824,154.5,363.759
ENSG00000141576,4.688,66.768,74.108,1056.871,8.355,1091.995,342.759,893.746,401.49,905.83
ENSG00000228218,1520.126,1066.351,2978.494,1497.438,1368.904,2158.058,1067.179,2097.091,1430.439,1251.248
ENSG00000185262,1411.127,2247.853,1563.772,1039.706,1870.232,2639.947,1069.281,3625.611,3539.837,2861.159
ENSG00000129646,55.086,89.024,24.148,50.677,122.547,57.625,74.65,109.041,53.602,32.606
ENSG00000161542,835.659,1001.519,855.994,1378.918,887.072,1149.62,579.326,1351.329,1082.551,1461.148
ENSG00000176170,49.225,21.288,925.939,250.118,96.088,237.703,133.529,489.711,199.694,546.147
ENSG00000175931,877.852,897.98,1095.806,1339.684,1041.648,1094.156,721.266,1410.717,1375.786,1541.643
ENSG00000242931,3.516,0,0,0,0,0.72,0,0,1.051,1.019
ENSG00000129667,677.435,1845.31,600.362,509.227,1271.423,762.091,559.349,1321.148,548.633,899.716
ENSG00000161544,2.344,1.935,4.996,62.121,4.178,416.341,57.827,42.838,112.459,123.291
ENSG00000214140,0,0.968,0.833,4.904,0,20.169,15.771,8.762,2.102,17.322
ENSG00000267546,0,2.903,3.331,11.443,11.141,0.72,8.411,2.921,3.153,14.265
ENSG00000267543,0,0,0,0,0,0.72,3.154,0.974,1.051,4.076
ENSG00000163597,1956.122,2997.783,3370.686,3703.544,2026.201,3675.037,2915.553,4756.91,3751.092,8550.872
ENSG00000199961,1.172,0,0,3.27,0,0,0,4.868,0,0
ENSG00000070731,251.987,212.883,51.626,1110.001,155.969,488.372,945.215,405.983,1810.908,1357.217
ENSG00000070526,984.507,1035.387,52.459,1923.293,488.795,1963.573,1573.957,4139.661,2376.357,2577.896
ENSG00000261335,33.989,21.288,24.148,51.495,41.777,23.05,29.439,20.445,35.735,29.549
ENSG00000182534,1293.924,1629.524,84.101,5108.618,939.99,2354.703,1409.937,2032.834,6914.664,3349.227
ENSG00000212418,0,0.968,0,0,4.178,0,0,0,0,0
ENSG00000277382,0,0,0,4.904,1.393,0,0,0,0,0
ENSG00000070495,554.371,444.152,368.877,681.694,566.779,759.93,457.362,798.335,423.561,1102.484
ENSG00000181038,337.545,554.464,505.436,483.071,406.633,344.31,348.016,616.276,702.082,1120.825
ENSG00000161547,5057.319,5870.739,5758.81,7473.296,5158.108,5107.74,3585.3,7225.909,6410.174,6127.853
ENSG00000092931,542.651,575.752,637,698.042,732.496,606.504,446.848,1111.828,515,1145.279
ENSG00000267065,4.688,1.935,0,0,1.393,0,1.051,0,1.051,0
ENSG00000267535,1.172,0.968,0,0,0,5.763,36.799,6.815,2.102,9.17
ENSG00000167889,473.501,43.544,1.665,81.738,245.094,25.211,307.011,23.366,322.663,129.404
ENSG00000267568,0,0,0,0,0,0,0,0,5.255,4.076
ENSG00000234912,99.623,66.768,92.427,151.215,93.303,118.131,96.729,173.297,151.347,82.533
ENSG00000129657,9581.363,1576.303,1693.67,1401.805,5554.993,1133.052,4263.458,10820.365,14709.031,17645.854
ENSG00000263718,0,1.935,0.833,0,2.785,0.72,0,18.498,14.714,3.057
ENSG00000184640,8573.416,11536.335,6669.761,8885.726,7804.006,12567.302,6321.062,24129.2,23681.593,17393.159
ENSG00000266998,0,2.903,0,13.078,0,2.881,2.103,7.789,0,4.076
ENSG00000279801,2.344,4.838,1.665,0.817,8.355,1.441,3.154,12.657,3.153,0
ENSG00000267263,0,0,0,0,0,0.72,2.103,2.921,1.051,0
ENSG00000267665,1.172,9.677,1.665,26.974,8.355,4.322,10.514,29.207,2.102,31.587
ENSG00000267506,3.516,125.795,10.825,414.411,0,266.516,159.814,114.882,0,93.742
ENSG00000279572,0,0,0,1.635,0,2.161,0,0.974,0,0
ENSG00000078687,79.698,460.602,44.965,1219.529,72.414,203.128,535.166,209.32,482.418,354.588
ENSG00000279600,0,0.968,0,0,4.178,0,1.051,0.974,0,0
ENSG00000204282,268.395,306.745,94.093,108.711,522.217,216.094,203.973,381.643,48.347,125.329
ENSG00000141524,1434.567,3295.819,734.423,1708.322,1960.749,2189.031,988.323,2009.469,590.673,1064.783
ENSG00000167895,46.881,60.962,52.459,47.408,91.91,68.43,41.005,163.561,24.173,43.814
ENSG00000187997,0,2.903,2.498,0,0,1.441,0,0.974,0,0
ENSG00000267679,85.558,73.541,166.536,67.842,76.592,86.438,31.542,44.785,64.112,101.893
ENSG00000108639,3408.27,8523.07,5896.202,2697.351,4537.018,3384.031,1578.163,4661.5,4684.398,6312.28
ENSG00000167900,1803.758,2980.365,3339.044,2206.106,2062.408,2582.322,982.015,1562.595,3627.072,3468.442
ENSG00000183077,266.051,420.928,477.125,483.888,218.635,473.246,212.384,482.896,540.225,725.479
ENSG00000089685,1163.828,1719.516,2585.469,2725.141,1153.054,3256.535,819.046,2208.079,3071.082,4972.385
ENSG00000204277,0,15.482,0,0,0,0,43.108,0.974,3.153,2.038
ENSG00000267737,2.344,7.741,4.163,0,2.785,1.441,4.206,0.974,0,5.095
ENSG00000184557,1017.324,7597.028,532.915,4316.578,1431.57,871.579,2374.078,347.568,3992.827,953.72
ENSG00000266970,23.441,46.447,24.98,121.789,11.141,161.35,134.58,50.626,113.51,166.086
ENSG00000087157,602.425,1407.932,772.726,1239.964,614.127,1174.831,708.649,719.475,631.663,644.984
ENSG00000200063,0,0,0,0,4.178,0,0,0,0,0
ENSG00000187775,17.58,5.806,6.661,1.635,18.104,14.406,16.823,66.203,8.408,4.076
ENSG00000267432,22.269,1.935,11.658,4.087,22.281,1.441,0,1.947,2.102,0
ENSG00000267123,31.645,0.968,58.288,11.443,30.637,18.728,2.103,19.472,1.051,66.231
ENSG00000108669,1080.614,565.108,534.58,1293.911,1141.914,368.08,555.143,1692.082,1361.071,1620.101
ENSG00000279570,1.172,0.968,0,0,5.57,0,0,1.947,3.153,0
ENSG00000055483,1236.494,1508.568,1337.283,832.092,1758.826,823.318,834.818,1408.77,1025.796,1013.837
ENSG00000035862,4389.261,5220.477,43.299,2534.692,4952.006,2277.63,2276.297,3013.229,1115.133,4414.011
ENSG00000267601,1.172,4.838,0,0.817,1.393,1.441,1.051,1.947,1.051,2.038
ENSG00000178404,12.892,1.935,0,8.991,19.496,8.644,5.257,3.894,0,2.038
ENSG00000108679,14785.187,35992.747,16847.6,9323.842,15562.056,26900.812,10364.775,22988.164,31799.675,19949.658
ENSG00000171302,1879.94,2138.509,1153.261,1944.544,2162.673,1764.767,955.729,1901.401,3436.837,3115.892
ENSG00000173918,2.344,10.644,0,0,6.963,5.763,1.051,0.974,12.612,5.095
ENSG00000167280,836.831,693.806,420.503,658.807,810.48,362.317,927.341,430.322,365.755,228.241
ENSG00000167281,0,0,0.833,0.817,0,5.042,0,0,1.051,0
ENSG00000173894,84.386,370.61,178.193,653.086,55.703,512.143,2159.591,890.825,1436.745,1878.909
ENSG00000141570,274.256,267.072,293.936,586.061,245.094,428.586,826.406,353.409,674.755,638.87
ENSG00000262772,24.613,14.515,6.661,22.069,16.711,23.05,35.748,47.705,9.459,29.549
ENSG00000141582,943.486,1059.578,680.299,833.727,1080.64,922.001,1184.936,1345.487,1759.408,1182.979
ENSG00000262585,0,19.353,3.331,2.452,4.178,7.203,11.565,27.26,5.255,5.095
ENSG00000262188,0,18.385,0.833,0.817,5.57,5.042,10.514,1.947,0,0
ENSG00000167291,1012.636,1503.73,1240.692,3668.397,1162.802,1792.139,1849.426,4310.037,2446.776,3759.857
ENSG00000275516,0,0,0,0,0,0,1.051,2.921,0,1.019
ENSG00000262172,0,0,0.833,1.635,0,2.881,1.051,8.762,1.051,4.076
ENSG00000141519,195.729,205.142,29.144,250.935,274.338,145.503,398.483,469.265,148.194,318.926
ENSG00000171298,1808.446,1286.008,378.869,778.145,2725.275,531.591,10002.04,1639.508,1282.245,5115.036
ENSG00000141543,2528.074,3537.732,2430.591,2567.387,2467.648,2428.896,2989.152,4656.632,4237.714,5978.07
ENSG00000279259,5.86,16.45,13.323,13.078,9.748,5.042,29.439,29.207,42.041,31.587
ENSG00000275479,1.172,10.644,3.331,1.635,2.785,4.322,9.463,10.709,14.714,5.095
ENSG00000141527,153.536,12.579,86.599,89.094,215.85,35.295,236.567,90.543,3.153,46.871
ENSG00000262580,257.847,99.668,75.774,68.66,380.174,43.219,261.8,430.322,40.99,44.833
ENSG00000181523,1387.686,1007.325,318.083,443.019,1718.441,396.172,985.169,798.335,680.01,522.712
ENSG00000181045,661.026,753.8,124.902,456.915,813.265,325.582,664.49,552.993,270.112,179.332
ENSG00000173821,23344.538,6807.425,1275.665,1406.709,27521.513,3288.95,4616.73,6878.341,4064.296,1887.061
ENSG00000262979,19.925,13.547,0.833,1.635,25.066,5.042,19.977,11.683,12.612,1.019
ENSG00000276863,0,0.968,0.833,5.722,0,2.161,4.206,3.894,4.204,1.019
ENSG00000280248,4.688,2.903,0.833,0.817,8.355,0.72,3.154,5.841,1.051,1.019
ENSG00000263069,1.172,4.838,1.665,45.773,1.393,5.763,38.902,9.736,16.816,32.606
ENSG00000173818,89.074,374.481,40.801,317.143,119.762,330.624,979.912,493.605,734.663,816.164
ENSG00000264961,0,0,0,2.452,0,0,1.051,0,0,0
ENSG00000260369,0,0.968,0.833,2.452,0,0.72,5.257,0.974,3.153,6.114
ENSG00000171246,1.172,2.903,0,0,0,1.441,3.154,7.789,22.071,20.379
ENSG00000213128,2.344,2.903,0,0,1.393,1.441,1.051,0.974,0,1.019
ENSG00000141564,805.186,939.589,615.35,666.164,962.271,865.096,877.925,571.491,859.735,560.412
ENSG00000232083,5.86,22.256,10.825,9.809,9.748,8.644,8.411,7.789,4.204,19.36
ENSG00000240270,0,2.903,0.833,0,2.785,0.72,0,0.974,1.051,1.019
ENSG00000176108,900.121,735.415,293.103,263.196,1054.181,360.157,364.838,267.734,690.52,325.039
ENSG00000280351,4.688,12.579,15.821,8.991,23.674,9.364,51.519,22.392,37.837,25.473
ENSG00000226137,339.889,925.074,413.009,604.86,324.471,545.997,646.616,366.066,871.296,508.447
ENSG00000175866,1599.824,4564.41,1124.117,2190.576,2406.374,2854.601,1416.246,976.5,1024.745,1001.61
ENSG00000181409,28.129,26.127,25.813,67.025,34.814,55.464,71.496,3.894,63.061,14.265
ENSG00000263167,0,3.871,0,0.817,0,0,1.051,0,0,0
ENSG00000141577,418.416,740.253,500.44,759.345,543.105,538.074,505.727,577.333,591.725,840.618
ENSG00000262115,0,0.968,0,0,0,2.161,0,0,1.051,0
